,Stretches,P
0,1.0,-0.01928986232669031
1,0.98,-0.08057165274848782
2,0.96,-0.16978512729132794
3,0.94,-0.3074763381888313
4,0.9199999999999999,-0.5289281465742094
5,0.8999999999999999,-0.8964552681227215
