,Stretches,P
0,1.0,-0.000368440743469352
1,0.98,-0.037972196349179026
2,0.96,-0.07716456810807566
3,0.94,-0.11808148855640703
4,0.9199999999999999,-0.16087374702587864
5,0.8999999999999999,-0.20570898167349333
