,Stretches,P
0,1.0,-0.00036844074346948855
1,0.98,-0.0379721963341359
2,0.96,-0.07716456807976262
3,0.94,-0.11808148852092712
4,0.9199999999999999,-0.16087374697999568
5,0.8999999999999999,-0.2057089816053222
