,Nu,Mu,Alpha,Cost,Lambda
30792,0.355,0.6,-59.0,104.4198189362009,1.4689655172413791
30793,0.355,0.6,-58.0,85.45337168993994,1.4689655172413791
30794,0.355,0.6,-57.0,72.26342912667542,1.4689655172413791
30795,0.355,0.6,-56.0,59.0734865634109,1.4689655172413791
30796,0.355,0.6,-55.0,49.90245303993288,1.4689655172413791
30797,0.355,0.6,-54.0,40.73141951645485,1.4689655172413791
30798,0.355,0.6,-53.0,34.35853921921403,1.4689655172413791
30799,0.355,0.6,-52.0,27.985658921973208,1.4689655172413791
30800,0.355,0.6,-51.0,23.562160711748867,1.4689655172413791
30801,0.355,0.6,-50.0,19.13866250152452,1.4689655172413791
30802,0.355,0.6,-49.0,16.073815364986668,1.4689655172413791
30803,0.355,0.6,-48.0,13.008968228448815,1.4689655172413791
30804,0.355,0.6,-47.0,10.891241149879356,1.4689655172413791
30805,0.355,0.6,-46.0,8.773514071309897,1.4689655172413791
30806,0.355,0.6,-45.0,7.315964862613603,1.4689655172413791
30807,0.355,0.6,-44.0,5.858415653917309,1.4689655172413791
30808,0.355,0.6,-43.0,4.860819071328484,1.4689655172413791
30809,0.355,0.6,-42.0,3.8632224887396585,1.4689655172413791
30810,0.355,0.6,-41.0,3.1857752008404567,1.4689655172413791
30811,0.355,0.6,-40.0,2.5083279129412555,1.4689655172413791
30812,0.355,0.6,-39.0,2.0533690241484326,1.4689655172413791
30813,0.355,0.6,-38.0,1.5984101353556102,1.4689655172413791
30814,0.355,0.6,-37.0,1.297698477257803,1.4689655172413791
30815,0.355,0.6,-36.0,0.996986819159996,1.4689655172413791
30816,0.355,0.6,-35.0,0.8028358474301887,1.4689655172413791
30817,0.355,0.6,-34.0,0.6086848757003814,1.4689655172413791
30818,0.355,0.6,-33.0,0.48777973208795783,1.4689655172413791
30819,0.355,0.6,-32.0,0.3668745884755342,1.4689655172413791
30820,0.355,0.6,-31.0,0.2959571819202295,1.4689655172413791
30821,0.355,0.6,-30.0,0.2250397753649248,1.4689655172413791
30822,0.355,0.6,-29.0,0.1878972458875049,1.4689655172413791
30823,0.355,0.6,-28.0,0.150754716410085,1.4689655172413791
30824,0.355,0.6,-27.0,0.1361192621174578,1.4689655172413791
30825,0.355,0.6,-26.0,0.1214838078248306,1.4689655172413791
30826,0.355,0.6,-25.0,0.12157180741175708,1.4689655172413791
30827,0.355,0.6,-24.0,0.12165980699868355,1.4689655172413791
30828,0.355,0.6,-23.0,0.13116255587901543,1.4689655172413791
30829,0.355,0.6,-22.0,0.14066530475934733,1.4689655172413791
30830,0.355,0.6,-21.0,0.15606517511636092,1.4689655172413791
30831,0.355,0.6,-20.0,0.17146504547337452,1.4689655172413791
30832,0.36,0.6,-60.0,123.5343484286774,1.5428571428571427
30833,0.36,0.6,-59.0,104.554139449083,1.5428571428571427
30834,0.36,0.6,-58.0,85.57393046948859,1.5428571428571427
30835,0.36,0.6,-57.0,72.37247938949866,1.5428571428571427
30836,0.36,0.6,-56.0,59.17102830950874,1.5428571428571427
30837,0.36,0.6,-55.0,49.99038711549586,1.5428571428571427
30838,0.36,0.6,-54.0,40.80974592148297,1.5428571428571427
30839,0.36,0.6,-53.0,34.42886087406569,1.5428571428571427
30840,0.36,0.6,-52.0,28.04797582664841,1.5428571428571427
30841,0.36,0.6,-51.0,23.617822987543203,1.5428571428571427
30842,0.36,0.6,-50.0,19.187670148437995,1.5428571428571427
30843,0.36,0.6,-49.0,16.117304114571827,1.5428571428571427
30844,0.36,0.6,-48.0,13.04693808070566,1.5428571428571427
30845,0.36,0.6,-47.0,10.924646562529027,1.5428571428571427
30846,0.36,0.6,-46.0,8.802355044352394,1.5428571428571427
30847,0.36,0.6,-45.0,7.341043122656375,1.5428571428571427
30848,0.36,0.6,-44.0,5.879731200960356,1.5428571428571427
30849,0.36,0.6,-43.0,4.8790452346260516,1.5428571428571427
30850,0.36,0.6,-42.0,3.878359268291747,1.5428571428571427
30851,0.36,0.6,-41.0,3.1983879099525856,1.5428571428571427
30852,0.36,0.6,-40.0,2.518416551613424,1.5428571428571427
30853,0.36,0.6,-39.0,2.0614076282557963,1.5428571428571427
30854,0.36,0.6,-38.0,1.6043987048981685,1.5428571428571427
30855,0.36,0.6,-37.0,1.302033291928618,1.5428571428571427
30856,0.36,0.6,-36.0,0.9996678789590672,1.5428571428571427
30857,0.36,0.6,-35.0,0.8041925114559427,1.5428571428571427
30858,0.36,0.6,-34.0,0.6087171439528182,1.5428571428571427
30859,0.36,0.6,-33.0,0.48675876638426174,1.5428571428571427
30860,0.36,0.6,-32.0,0.3648003888157053,1.5428571428571427
30861,0.36,0.6,-31.0,0.2930498569801187,1.5428571428571427
30862,0.36,0.6,-30.0,0.22129932514453213,1.5428571428571427
30863,0.36,0.6,-29.0,0.18349869532590105,1.5428571428571427
30864,0.36,0.6,-28.0,0.14569806550726996,1.5428571428571427
30865,0.36,0.6,-27.0,0.13053944273709236,1.5428571428571427
30866,0.36,0.6,-26.0,0.11538081996691478,1.5428571428571427
30867,0.36,0.6,-25.0,0.11504441981307986,1.5428571428571427
30868,0.36,0.6,-24.0,0.11470801965924493,1.5428571428571427
30869,0.36,0.6,-23.0,0.12385141523592948,1.5428571428571427
30870,0.36,0.6,-22.0,0.13299481081261402,1.5428571428571427
30871,0.36,0.6,-21.0,0.14806671331782978,1.5428571428571427
30872,0.36,0.6,-20.0,0.1631386158230455,1.5428571428571427
30873,0.365,0.6,-60.0,123.69396963621577,1.622222222222222
30874,0.365,0.6,-59.0,104.69896602330564,1.622222222222222
30875,0.365,0.6,-58.0,85.7039624103955,1.622222222222222
30876,0.365,0.6,-57.0,72.49014287380717,1.622222222222222
30877,0.365,0.6,-56.0,59.27632333721883,1.622222222222222
30878,0.365,0.6,-55.0,50.08536003075345,1.622222222222222
30879,0.365,0.6,-54.0,40.89439672428807,1.622222222222222
30880,0.365,0.6,-53.0,34.5049144275593,1.622222222222222
30881,0.365,0.6,-52.0,28.11543213083053,1.622222222222222
30882,0.365,0.6,-51.0,23.678134131941373,1.622222222222222
30883,0.365,0.6,-50.0,19.240836133052216,1.622222222222222
30884,0.365,0.6,-49.0,16.1645458812953,1.622222222222222
30885,0.365,0.6,-48.0,13.088255629538386,1.622222222222222
30886,0.365,0.6,-47.0,10.961065620307217,1.622222222222222
30887,0.365,0.6,-46.0,8.833875611076047,1.622222222222222
30888,0.365,0.6,-45.0,7.368526645960516,1.622222222222222
30889,0.365,0.6,-44.0,5.903177680844986,1.622222222222222
30890,0.365,0.6,-43.0,4.899178139459485,1.622222222222222
30891,0.365,0.6,-42.0,3.8951785980739833,1.622222222222222
30892,0.365,0.6,-41.0,3.2125011008486073,1.622222222222222
30893,0.365,0.6,-40.0,2.529823603623231,1.622222222222222
30894,0.365,0.6,-39.0,2.070617904200331,1.622222222222222
30895,0.365,0.6,-38.0,1.6114122047774315,1.622222222222222
30896,0.365,0.6,-37.0,1.307275776378817,1.622222222222222
30897,0.365,0.6,-36.0,1.0031393479802022,1.622222222222222
30898,0.365,0.6,-35.0,0.8062467193952026,1.622222222222222
30899,0.365,0.6,-34.0,0.6093540908102031,1.622222222222222
30900,0.365,0.6,-33.0,0.4862695694482186,1.622222222222222
30901,0.365,0.6,-32.0,0.3631850480862341,1.622222222222222
30902,0.365,0.6,-31.0,0.29054458512367126,1.622222222222222
30903,0.365,0.6,-30.0,0.21790412216110844,1.622222222222222
30904,0.365,0.6,-29.0,0.17940140184839923,1.622222222222222
30905,0.365,0.6,-28.0,0.14089868153569002,1.622222222222222
30906,0.365,0.6,-27.0,0.12518297003800521,1.622222222222222
30907,0.365,0.6,-26.0,0.1094672585403204,1.622222222222222
30908,0.365,0.6,-25.0,0.10868036537543091,1.622222222222222
30909,0.365,0.6,-24.0,0.10789347221054144,1.622222222222222
30910,0.365,0.6,-23.0,0.11665743389724355,1.622222222222222
30911,0.365,0.6,-22.0,0.12542139558394566,1.622222222222222
30912,0.365,0.6,-21.0,0.14014976216366382,1.622222222222222
30913,0.365,0.6,-20.0,0.15487812874338194,1.622222222222222
30914,0.37,0.6,-60.0,123.86649548202958,1.7076923076923076
30915,0.37,0.6,-59.0,104.85554486246625,1.7076923076923076
30916,0.37,0.6,-58.0,85.84459424290291,1.7076923076923076
30917,0.37,0.6,-57.0,72.61744718591481,1.7076923076923076
30918,0.37,0.6,-56.0,59.390300128926704,1.7076923076923076
30919,0.37,0.6,-55.0,50.188218066289835,1.7076923076923076
30920,0.37,0.6,-54.0,40.98613600365296,1.7076923076923076
30921,0.37,0.6,-53.0,34.58739581963107,1.7076923076923076
30922,0.37,0.6,-52.0,28.188655635609184,1.7076923076923076
30923,0.37,0.6,-51.0,23.74366550942225,1.7076923076923076
30924,0.37,0.6,-50.0,19.29867538323532,1.7076923076923076
30925,0.37,0.6,-49.0,16.216008924957155,1.7076923076923076
30926,0.37,0.6,-48.0,13.133342466678991,1.7076923076923076
30927,0.37,0.6,-47.0,11.000881436300093,1.7076923076923076
30928,0.37,0.6,-46.0,8.868420405921194,1.7076923076923076
30929,0.37,0.6,-45.0,7.398728481453962,1.7076923076923076
30930,0.37,0.6,-44.0,5.9290365569867305,1.7076923076923076
30931,0.37,0.6,-43.0,4.92147347731347,1.7076923076923076
30932,0.37,0.6,-42.0,3.9139103976402096,1.7076923076923076
30933,0.37,0.6,-41.0,3.2283238172779,1.7076923076923076
30934,0.37,0.6,-40.0,2.5427372369155905,1.7076923076923076
30935,0.37,0.6,-39.0,2.081171243762624,1.7076923076923076
30936,0.37,0.6,-38.0,1.619605250609658,1.7076923076923076
30937,0.37,0.6,-37.0,1.3135671679104617,1.7076923076923076
30938,0.37,0.6,-36.0,1.0075290852112653,1.7076923076923076
30939,0.37,0.6,-35.0,0.8091157300761749,1.7076923076923076
30940,0.37,0.6,-34.0,0.6107023749410844,1.7076923076923076
30941,0.37,0.6,-33.0,0.48641043665994166,1.7076923076923076
30942,0.37,0.6,-32.0,0.3621184983787989,1.7076923076923076
30943,0.37,0.6,-31.0,0.28852471130218527,1.7076923076923076
30944,0.37,0.6,-30.0,0.2149309242255716,1.7076923076923076
30945,0.37,0.6,-29.0,0.17567693342315105,1.7076923076923076
30946,0.37,0.6,-28.0,0.13642294262073051,1.7076923076923076
30947,0.37,0.6,-27.0,0.12011212998379162,1.7076923076923076
30948,0.37,0.6,-26.0,0.10380131734685273,1.7076923076923076
30949,0.37,0.6,-25.0,0.10253461390967636,1.7076923076923076
30950,0.37,0.6,-24.0,0.1012679104725,1.7076923076923076
30951,0.37,0.6,-23.0,0.10962982805890674,1.7076923076923076
30952,0.37,0.6,-22.0,0.11799174564531348,1.7076923076923076
30953,0.37,0.6,-21.0,0.1323590371198723,1.7076923076923076
30954,0.37,0.6,-20.0,0.14672632859443113,1.7076923076923076
30955,0.375,0.6,-60.0,124.05351409900815,1.7999999999999998
30956,0.375,0.6,-59.0,105.02532558368921,1.7999999999999998
30957,0.375,0.6,-58.0,85.99713706837025,1.7999999999999998
30958,0.375,0.6,-57.0,72.75558848886082,1.7999999999999998
30959,0.375,0.6,-56.0,59.51403990935139,1.7999999999999998
30960,0.375,0.6,-55.0,50.29994710705307,1.7999999999999998
30961,0.375,0.6,-54.0,41.08585430475476,1.7999999999999998
30962,0.375,0.6,-53.0,34.67711654295722,1.7999999999999998
30963,0.375,0.6,-52.0,28.26837878115969,1.7999999999999998
30964,0.375,0.6,-51.0,23.81508406741502,1.7999999999999998
30965,0.375,0.6,-50.0,19.36178935367035,1.7999999999999998
30966,0.375,0.6,-49.0,16.27224053631019,1.7999999999999998
30967,0.375,0.6,-48.0,13.182691718950029,1.7999999999999998
30968,0.375,0.6,-47.0,11.044542480919379,1.7999999999999998
30969,0.375,0.6,-46.0,8.906393242888731,1.7999999999999998
30970,0.375,0.6,-45.0,7.432015796521591,1.7999999999999998
30971,0.375,0.6,-44.0,5.9576383501544505,1.7999999999999998
30972,0.375,0.6,-43.0,4.946231881674617,1.7999999999999998
30973,0.375,0.6,-42.0,3.9348254131947833,1.7999999999999998
30974,0.375,0.6,-41.0,3.2461026094413494,1.7999999999999998
30975,0.375,0.6,-40.0,2.557379805687915,1.7999999999999998
30976,0.375,0.6,-39.0,2.0932705658354998,1.7999999999999998
30977,0.375,0.6,-38.0,1.6291613259830842,1.7999999999999998
30978,0.375,0.6,-37.0,1.3210754536837779,1.7999999999999998
30979,0.375,0.6,-36.0,1.0129895813844716,1.7999999999999998
30980,0.375,0.6,-35.0,0.8129397506594067,1.7999999999999998
30981,0.375,0.6,-34.0,0.6128899199343419,1.7999999999999998
30982,0.375,0.6,-33.0,0.48729958896209824,1.7999999999999998
30983,0.375,0.6,-32.0,0.3617092579898545,1.7999999999999998
30984,0.375,0.6,-31.0,0.2870910968800181,1.7999999999999998
30985,0.375,0.6,-30.0,0.21247293577018173,1.7999999999999998
30986,0.375,0.6,-29.0,0.17241244638074393,1.7999999999999998
30987,0.375,0.6,-28.0,0.13235195699130614,1.7999999999999998
30988,0.375,0.6,-27.0,0.11540324849235245,1.7999999999999998
30989,0.375,0.6,-26.0,0.09845453999339876,1.7999999999999998
30990,0.375,0.6,-25.0,0.09667493157723062,1.7999999999999998
30991,0.375,0.6,-24.0,0.09489532316106247,1.7999999999999998
30992,0.375,0.6,-23.0,0.10282961683895467,1.7999999999999998
30993,0.375,0.6,-22.0,0.11076391051684686,1.7999999999999998
30994,0.375,0.6,-21.0,0.12475027110205665,1.7999999999999998
30995,0.375,0.6,-20.0,0.13873663168726644,1.7999999999999998
30996,0.38,0.6,-60.0,124.25688319560578,1.9
30997,0.38,0.6,-59.0,103.48885829032587,1.9
30998,0.38,0.6,-58.0,86.16312554739002,1.9
30999,0.38,0.6,-57.0,71.70841396570742,1.9
31000,0.38,0.6,-56.0,59.648809231808656,1.9
31001,0.38,0.6,-55.0,49.58772656378476,1.9
31002,0.38,0.6,-54.0,41.194595727370796,1.9
31003,0.38,0.6,-53.0,34.19379640266618,1.9
31004,0.38,0.6,-52.0,28.355461160003113,1.9
31005,0.38,0.6,-51.0,23.487828764773113,1.9
31006,0.38,0.6,-50.0,19.43088473969292,1.9
31007,0.38,0.6,-49.0,16.05107100603973,1.9
31008,0.38,0.6,-48.0,13.236883620025823,1.9
31009,0.38,0.6,-47.0,10.895208439786872,1.9
31010,0.38,0.6,-46.0,8.948270103970447,1.9
31011,0.38,0.6,-45.0,7.3310908822415595,1.9
31012,0.38,0.6,-44.0,5.989373520801451,1.9
31013,0.38,0.6,-43.0,4.8777367737539015,1.9
31014,0.38,0.6,-42.0,3.9582443944127883,1.9
31015,0.38,0.6,-41.0,3.1991783898992683,1.9
31016,0.38,0.6,-40.0,2.574015658038613,1.9
31017,0.38,0.6,-39.0,2.060574033477059,1.9
31018,0.38,0.6,-38.0,1.6402994970682578,1.9
31019,0.38,0.6,-37.0,1.2976710633084003,1.9
31020,0.38,0.6,-36.0,1.019703801549051,1.9
31021,0.38,0.6,-35.0,0.7955337326147713,1.9
31022,0.38,0.6,-34.0,0.6160710599641214,1.9
31023,0.38,0.6,-33.0,0.4737104577712154,1.9
31024,0.38,0.6,-32.0,0.362089016305104,1.9
31025,0.38,0.6,-31.0,0.2758840083493844,1.9
31026,0.38,0.6,-30.0,0.2106439382784823,1.9
31027,0.38,0.6,-29.0,0.1626474189591037,1.9
31028,0.38,0.6,-28.0,0.128785322989691,1.9
31029,0.38,0.6,-27.0,0.10646241193329646,1.9
31030,0.38,0.6,-26.0,0.0935152781431878,1.9
31031,0.38,0.6,-25.0,0.08814397355750833,1.9
31032,0.38,0.6,-24.0,0.08885515568000228,1.9
31033,0.38,0.6,-23.0,0.0944149794424466,1.9
31034,0.38,0.6,-22.0,0.10381032069887224,1.9
31035,0.38,0.6,-21.0,0.11621724587364984,1.9
31036,0.38,0.6,-20.0,0.13097599312956235,1.9
31037,0.385,0.6,-60.0,124.47878966261992,2.008695652173913
31038,0.385,0.6,-59.0,103.68951981018215,2.008695652173913
31039,0.385,0.6,-58.0,86.3443674980213,2.008695652173913
31040,0.385,0.6,-57.0,71.87191199159841,2.008695652173913
31041,0.385,0.6,-56.0,59.79610124119685,2.008695652173913
31042,0.385,0.6,-55.0,49.72022366141953,2.008695652173913
31043,0.385,0.6,-54.0,41.31359224628217,2.008695652173913
31044,0.385,0.6,-53.0,34.3004791645784,2.008695652173913
31045,0.385,0.6,-52.0,28.45091805891485,2.008695652173913
31046,0.385,0.6,-51.0,23.57305674551673,2.008695652173913
31047,0.385,0.6,-50.0,19.50679722161947,2.008695652173913
31048,0.385,0.6,-49.0,16.118504787699646,2.008695652173913
31049,0.385,0.6,-48.0,13.296605288940404,2.008695652173913
31050,0.385,0.6,-47.0,10.947920304539327,2.008695652173913
31051,0.385,0.6,-46.0,8.994615661348007,2.008695652173913
31052,0.385,0.6,-45.0,7.3716598311596755,2.008695652173913
31053,0.385,0.6,-44.0,6.024706336400622,2.008695652173913
31054,0.385,0.6,-43.0,4.9083288570260235,2.008695652173913
31055,0.385,0.6,-42.0,3.9845498181732135,2.008695652173913
31056,0.385,0.6,-41.0,3.221613263422036,2.008695652173913
31057,0.385,0.6,-40.0,2.5929611400987587,2.008695652173913
31058,0.385,0.6,-39.0,2.0763790240193383,2.008695652173913
31059,0.385,0.6,-38.0,1.6532830417447733,2.008695652173913
31060,0.385,0.6,-37.0,1.3081245055658537,2.008695652173913
31061,0.385,0.6,-36.0,1.0278927178451729,2.008695652173913
31062,0.385,0.6,-35.0,0.8016996844504529,2.008695652173913
31063,0.385,0.6,-34.0,0.6204331942683303,2.008695652173913
31064,0.385,0.6,-33.0,0.4764669834029046,2.008695652173913
31065,0.385,0.6,-32.0,0.3634185799172247,2.008695652173913
31066,0.385,0.6,-31.0,0.2759469870287647,2.008695652173913
31067,0.385,0.6,-30.0,0.20958366066017034,2.008695652173913
31068,0.385,0.6,-29.0,0.16059131972588414,2.008695652173913
31069,0.385,0.6,-28.0,0.12584602931118968,2.008695652173913
31070,0.385,0.6,-27.0,0.10273875371740142,2.008695652173913
31071,0.385,0.6,-26.0,0.08909320790704199,2.008695652173913
31072,0.385,0.6,-25.0,0.08309737504491672,2.008695652173913
31073,0.385,0.6,-24.0,0.08324651493134408,2.008695652173913
31074,0.385,0.6,-23.0,0.08829588372191684,2.008695652173913
31075,0.385,0.6,-22.0,0.09722174345820847,2.008695652173913
31076,0.385,0.6,-21.0,0.10918956383264168,2.008695652173913
31077,0.385,0.6,-20.0,0.1235286651762936,2.008695652173913
31078,0.39,0.6,-60.0,124.72182569829596,2.1272727272727274
31079,0.39,0.6,-59.0,103.9093592933637,2.1272727272727274
31080,0.39,0.6,-58.0,86.5430072698851,2.1272727272727274
31081,0.39,0.6,-57.0,72.05118469581441,2.1272727272727274
31082,0.39,0.6,-56.0,59.95768842513956,2.1272727272727274
31083,0.39,0.6,-55.0,49.86566775918001,2.1272727272727274
31084,0.39,0.6,-54.0,41.44430761082715,2.1272727272727274
31085,0.39,0.6,-53.0,34.417762273613036,2.1272727272727274
31086,0.39,0.6,-52.0,28.55595698989336,2.1272727272727274
31087,0.39,0.6,-51.0,23.66693998866241,2.1272727272727274
31088,0.39,0.6,-50.0,19.590521880206584,2.1272727272727274
31089,0.39,0.6,-49.0,16.19298419990946,2.1272727272727274
31090,0.39,0.6,-48.0,13.362676094762303,2.1272727272727274
31091,0.39,0.6,-47.0,11.00634897402846,2.1272727272727274
31092,0.39,0.6,-46.0,9.046104498186326,2.1272727272727274
31093,0.39,0.6,-45.0,7.4168524651653,2.1272727272727274
31094,0.39,0.6,-44.0,6.064192720752676,2.1272727272727274
31095,0.39,0.6,-43.0,4.942649790242086,2.1272727272727274
31096,0.39,0.6,-42.0,4.014201015346433,2.1272727272727274
31097,0.39,0.6,-41.0,3.247049006222513,2.1272727272727274
31098,0.39,0.6,-40.0,2.614597539143483,2.1272727272727274
31099,0.39,0.6,-39.0,2.09459693097366,2.1272727272727274
31100,0.39,0.6,-38.0,1.6684306517178735,2.1272727272727274
31101,0.39,0.6,-37.0,1.3205196880543848,2.1272727272727274
31102,0.39,0.6,-36.0,1.0378251195148762,2.1272727272727274
31103,0.39,0.6,-35.0,0.8094326397783335,2.1272727272727274
31104,0.39,0.6,-34.0,0.6262054798318656,2.1272727272727274
31105,0.39,0.6,-33.0,0.4804944456949458,2.1272727272727274
31106,0.39,0.6,-32.0,0.3658956615693614,2.1272727272727274
31107,0.39,0.6,-31.0,0.2770481690109313,2.1272727272727274
31108,0.39,0.6,-30.0,0.20946483171911184,2.1272727272727274
31109,0.39,0.6,-29.0,0.15939107660790727,2.1272727272727274
31110,0.39,0.6,-28.0,0.1236869045724443,2.1272727272727274
31111,0.39,0.6,-27.0,0.099728360656713,2.1272727272727274
31112,0.39,0.6,-26.0,0.08532528621069707,2.1272727272727274
31113,0.39,0.6,-25.0,0.07865271415203261,2.1272727272727274
31114,0.39,0.6,-24.0,0.07819372627052841,2.1272727272727274
31115,0.39,0.6,-23.0,0.08269198638808045,2.1272727272727274
31116,0.39,0.6,-22.0,0.09111251958277322,2.1272727272727274
31117,0.39,0.6,-21.0,0.10260962888159952,2.1272727272727274
31118,0.39,0.6,-20.0,0.11650118225140338,2.1272727272727274
31119,0.395,0.6,-60.0,124.98908704043826,2.2571428571428576
31120,0.395,0.6,-59.0,104.15119359905731,2.2571428571428576
31121,0.395,0.6,-58.0,86.76160756259159,2.2571428571428576
31122,0.395,0.6,-57.0,72.24856314690119,2.2571428571428576
31123,0.395,0.6,-56.0,60.135690750984594,2.2571428571428576
31124,0.395,0.6,-55.0,50.025986436967116,2.2571428571428576
31125,0.395,0.6,-54.0,41.58849407805344,2.2571428571428576
31126,0.395,0.6,-53.0,34.547238236291406,2.2571428571428576
31127,0.395,0.6,-52.0,28.672024932573905,2.2571428571428576
31128,0.395,0.6,-51.0,23.770792953788142,2.2571428571428576
31129,0.395,0.6,-50.0,19.683252564361904,2.2571428571428576
31130,0.395,0.6,-49.0,16.275593399873824,2.2571428571428576
31131,0.395,0.6,-48.0,13.436080525831091,2.2571428571428576
31132,0.395,0.6,-47.0,11.071388477489764,2.2571428571428576
31133,0.395,0.6,-46.0,9.103548653203061,2.2571428571428576
31134,0.395,0.6,-45.0,7.467406621273298,2.2571428571428576
31135,0.395,0.6,-44.0,6.108503471097587,2.2571428571428576
31136,0.395,0.6,-43.0,4.981309910590835,2.2571428571428576
31137,0.395,0.6,-42.0,4.04775389946565,2.2571428571428576
31138,0.395,0.6,-41.0,3.2759926341829435,2.2571428571428576
31139,0.395,0.6,-40.0,2.6393880188981824,2.2571428571428576
31140,0.395,0.6,-39.0,2.115651658278148,2.2571428571428576
31141,0.395,0.6,-38.0,1.6861311347678472,2.2571428571428576
31142,0.395,0.6,-37.0,1.3352140842195597,2.2571428571428576
31143,0.395,0.6,-36.0,1.0498305297570705,2.2571428571428576
31144,0.395,0.6,-35.0,0.8190372040715981,2.2571428571428576
31145,0.395,0.6,-34.0,0.6336703118546806,2.2571428571428576
31146,0.395,0.6,-33.0,0.4860554394811982,2.2571428571428576
31147,0.395,0.6,-32.0,0.369765195682074,2.2571428571428576
31148,0.395,0.6,-31.0,0.27941672609434104,2.2571428571428576
31149,0.395,0.6,-30.0,0.2105025435224828,2.2571428571428576
31150,0.395,0.6,-29.0,0.15924919612048152,2.2571428571428576
31151,0.395,0.6,-28.0,0.1224991995849414,2.2571428571428576
31152,0.395,0.6,-27.0,0.09761241577328868,2.2571428571428576
31153,0.395,0.6,-26.0,0.08238369399361305,2.2571428571428576
31154,0.395,0.6,-25.0,0.0749741301996055,2.2571428571428576
31155,0.395,0.6,-24.0,0.07385375696786169,2.2571428571428576
31156,0.395,0.6,-23.0,0.07775387263739793,2.2571428571428576
31157,0.395,0.6,-22.0,0.08562756754732624,2.2571428571428576
31158,0.395,0.6,-21.0,0.09661735446377304,2.2571428571428576
31159,0.395,0.6,-20.0,0.11002904284931064,2.2571428571428576
31160,0.4,0.6,-60.0,125.28430115925859,2.4000000000000004
31161,0.4,0.6,-59.0,104.41841559282948,2.4000000000000004
31162,0.4,0.6,-58.0,87.00325624874779,2.4000000000000004
31163,0.4,0.6,-57.0,72.46685720992895,2.4000000000000004
31164,0.4,0.6,-56.0,60.332664669559534,2.4000000000000004
31165,0.4,0.6,-55.0,50.20350515124014,2.4000000000000004
31166,0.4,0.6,-54.0,41.748266561083305,2.4000000000000004
31167,0.4,0.6,-53.0,34.69083009302719,2.4000000000000004
31168,0.4,0.6,-52.0,28.800870118371964,2.4000000000000004
31169,0.4,0.6,-51.0,23.886204677592392,2.4000000000000004
31170,0.4,0.6,-50.0,19.786433423724826,2.4000000000000004
31171,0.4,0.6,-49.0,16.367644777379606,2.4000000000000004
31172,0.4,0.6,-48.0,13.518011270682313,2.4000000000000004
31173,0.4,0.6,-47.0,11.144122889361125,2.4000000000000004
31174,0.4,0.6,-46.0,9.16793378601688,2.4000000000000004
31175,0.4,0.6,-45.0,7.524218927438652,2.4000000000000004
31176,0.4,0.6,-44.0,6.15845481159716,2.4000000000000004
31177,0.4,0.6,-43.0,5.02505296294109,2.4000000000000004
31178,0.4,0.6,-42.0,4.085887002020511,2.4000000000000004
31179,0.4,0.6,-41.0,3.309064111401556,2.4000000000000004
31180,0.4,0.6,-40.0,2.667900037366207,2.4000000000000004
31181,0.4,0.6,-39.0,2.1400636666429875,2.4000000000000004
31182,0.4,0.6,-38.0,1.7068629425723856,2.4000000000000004
31183,0.4,0.6,-37.0,1.352648634775136,2.4000000000000004
31184,0.4,0.6,-36.0,1.064316418128384,2.4000000000000004
31185,0.4,0.6,-35.0,0.8308909899916165,2.4000000000000004
31186,0.4,0.6,-34.0,0.6431786685009427,2.4000000000000004
31187,0.4,0.6,-33.0,0.4934771732951777,2.4000000000000004
31188,0.4,0.6,-32.0,0.3753331634312837,2.4000000000000004
31189,0.4,0.6,-31.0,0.2833396664817032,2.4000000000000004
31190,0.4,0.6,-30.0,0.21296683134899366,2.4000000000000004
31191,0.4,0.6,-29.0,0.16042051809036087,2.4000000000000004
31192,0.4,0.6,-28.0,0.1225241436255014,2.4000000000000004
31193,0.4,0.6,-27.0,0.09661995661031088,2.4000000000000004
31194,0.4,0.6,-26.0,0.0804865533324904,2.4000000000000004
31195,0.4,0.6,-25.0,0.07226998326890127,2.4000000000000004
31196,0.4,0.6,-24.0,0.07042625242789224,2.4000000000000004
31197,0.4,0.6,-23.0,0.07367342699848266,2.4000000000000004
31198,0.4,0.6,-22.0,0.08095188870264251,2.4000000000000004
31199,0.4,0.6,-21.0,0.09139163777318722,2.4000000000000004
31200,0.4,0.6,-20.0,0.10428577057146378,2.4000000000000004
31201,0.405,0.6,-60.0,125.61199661709793,2.557894736842106
31202,0.405,0.6,-59.0,106.44185209181535,2.557894736842106
31203,0.405,0.6,-58.0,87.27170756653277,2.557894736842106
31204,0.405,0.6,-57.0,73.91171418823636,2.557894736842106
31205,0.405,0.6,-56.0,60.55172080993996,2.557894736842106
31206,0.405,0.6,-55.0,51.23896077072514,2.557894736842106
31207,0.405,0.6,-54.0,41.926200731510335,2.557894736842106
31208,0.405,0.6,-53.0,35.43541228132873,2.557894736842106
31209,0.405,0.6,-52.0,28.944623831147126,2.557894736842106
31210,0.405,0.6,-51.0,24.423225516852707,2.557894736842106
31211,0.405,0.6,-50.0,19.901827202558287,2.557894736842106
31212,0.405,0.6,-49.0,16.755876796264715,2.557894736842106
31213,0.405,0.6,-48.0,13.609926389971141,2.557894736842106
31214,0.405,0.6,-47.0,11.425196826021487,2.557894736842106
31215,0.405,0.6,-46.0,9.240467262071835,2.557894736842106
31216,0.405,0.6,-45.0,7.727758189133125,2.557894736842106
31217,0.405,0.6,-44.0,6.215049116194414,2.557894736842106
