Alpha,BCsType,CompressionCostNoNorm,CompressionCostNormMax,CompressionCostStep,ConstitutiveModel,Lambda,Mu,NumberElements,SimpleShearCostNoNorm,SimpleShearCostNormMax,SimpleShearCostStep,TensileCostNoNorm,TensileCostNormMax,TensileCostStep,TotalCostNoNorm,TotalCostNormMax,TotalCostStep
-16.0,Fixed,0.28498110138678445,0.9569041108751051,199.9715751419745,Ogden,2.2,1.5,20.0,0.01370002993595414,0.25034421120513156,12.075202443336153,0.011370185953233991,0.36202219199522206,13179.883592432654,0.10335043909199086,0.5230901713584862,4463.976790005989
-18.0,Fixed,0.21552444803792764,0.7236838840119127,161.2709732979793,Ogden,1.7,1.4,20.0,0.010726678796538587,0.19601139229067238,10.481441626885497,0.0052637880855619735,0.16759691607255306,10511.862120570539,0.07717163830667606,0.36243073079171273,3561.204845165135
-11.0,Fixed,0.41734659917099426,1.4013584566242707,699.2224009644074,Ogden,1.9,1.8,20.0,0.021931377155752208,0.40075776041117456,31.96696238687855,0.025237342045560156,0.8035469186735865,50775.952806620495,0.15483843945743556,0.8685543785696773,17169.047389990592
-25.0,Fixed,0.03925443231388786,0.13180778468620855,25.069210123972432,Ogden,1.6,0.8,20.0,0.00018627081349465986,0.0034037750350076968,2.672515922727709,0.002320007215993195,0.07386810569616939,1238.1429916714692,0.013920236781125238,0.06969322180579521,421.96157257272307
-25.0,Fixed,1.760165857078748,5.910251368474652,290.0025391184058,Ogden,1.7,2.2,20.0,0.1900899718380171,3.473563509004099,28.134106803515145,0.015587666211710533,0.49630508359876563,18657.170654415808,0.6552811650428252,3.2933733203591724,6325.10243344591
-13.0,Fixed,0.11626398312819958,0.390388986710707,383.2763414442698,Ogden,1.1,1.4,20.0,0.004897211217338702,0.08948801462777208,19.15702412001522,0.016383356874108582,0.5216395573651811,27363.041298029053,0.04584818373988229,0.33383885290122,9255.15822119778
-15.0,Fixed,0.7199011234426098,2.417270271935953,336.8071072899186,Ogden,3.0,1.9,20.0,0.04485195246794714,0.8195913960837834,20.114453176820245,0.040237865517303344,1.2811576112912968,22623.43388265133,0.2683303138092868,1.5060064264370112,7660.118481039356
-29.0,Fixed,0.35026126390604106,1.1761005964290359,21.217206753905295,Ogden,2.7,0.9,20.0,0.011049160343257727,0.2019041814903327,2.7078086766832397,0.002526544081859288,0.08044415724151807,835.8047676924467,0.12127898944371934,0.48614964505362884,286.5765943743451
-22.0,Fixed,0.434923484006178,1.4603777855317617,69.42172055959777,Ogden,2.9,1.3,20.0,0.018479009087203086,0.33767174053011506,6.120489563589584,0.013780995486203861,0.4387814072972806,3783.8876785588245,0.1557278295265283,0.7456103111197191,1286.4766295606707
-31.0,Fixed,0.0672330569605031,0.225753877289173,3.1319844633116087,Ogden,2.0,0.2,20.0,0.03520455505167287,0.6433019932393946,3.3804679181089288,0.01570915785720751,0.5001733292011529,21.510230821996494,0.039382256623127825,0.4564097332432402,9.34089440113901
-17.0,Fixed,0.06520742317213793,0.21895224276049113,90.0556859124081,Ogden,1.9,1.1,20.0,0.0015753674182362536,0.028787098679368878,5.88488578142045,0.0027630747137363165,0.08797519835010975,5572.5798848364275,0.023181955101370166,0.1119048465966566,1889.5068188434186
-17.0,Fixed,1.0182080332623202,3.418919528394919,513.8768091383339,Ogden,2.0,2.2,20.0,0.08681763749185126,1.586441276274253,32.29239662923076,0.027209643568263716,0.8663442135869182,35747.66126813142,0.37741177144081167,1.9572350060853634,12097.94349129966
-31.0,Fixed,0.0888715472468169,0.29841118757166074,8.851516523625103,Ogden,2.3,0.6,20.0,0.000159470907766609,0.0029140533854036133,1.660540385070957,0.001081770406912402,0.034443138885921404,277.353648741723,0.0300375961871653,0.11192279328099526,95.95523521680634
-26.0,Fixed,0.6006545253234427,2.016866317453257,116.3102007954552,Ogden,1.4,1.5,20.0,0.053405690175244505,0.9758960705406728,11.05270154557988,0.0031538914758890545,0.10041864839436937,7060.382311878598,0.21907136899152543,1.0310603454627663,2395.915071406544
-19.0,Fixed,0.6720549592708418,2.2566133337643564,332.2356544451041,Ogden,1.6,1.9,20.0,0.05665100846510638,1.0351986159499267,22.241338335436524,0.01227310345410096,0.39077072558993736,22632.389552460387,0.2469930237300164,1.2275275584347403,7662.288848413642
-12.0,Fixed,0.018063446043497952,0.06065309485955761,95.93280302688957,Ogden,1.3,0.8,20.0,0.011163417888412613,0.20399203933807125,5.980569644244107,0.008181532955180964,0.2604967505806987,6198.013534591488,0.012469465629030509,0.17504729492610918,2099.9756357542074
-14.0,Fixed,0.1684453988122029,0.5656027497859486,4.895873785721323,Ogden,3.1,0.2,20.0,0.05749049021792005,1.0505386844177842,4.151322156758132,0.009832570791214275,0.31306513767007804,65.08453797013554,0.07858948660711242,0.6430688572912703,24.710577970871665
-23.0,Fixed,0.11109142487785417,0.3730206691997901,28.450627054528727,Ogden,2.6,0.9,20.0,0.0006524792574659463,0.011922923219995588,2.7152784287549685,0.0021539984451527916,0.06858245255406036,1368.495196412543,0.0379659675268243,0.15117534832461535,466.55370063194226
-23.0,Fixed,1.5242313819378557,5.118035084444425,199.5874352888134,Ogden,2.7,2.0,20.0,0.12985417128248836,2.372859054570128,19.91473862264892,0.03483047436261651,1.1089884306950457,12068.882057185605,0.5629720091943201,2.866627523236533,4096.128077032356
-18.0,Fixed,0.19329257739183048,0.6490341324663864,5.062858290594861,Ogden,1.7,0.2,20.0,0.054528901786396806,0.9964208085248153,4.089825180942696,0.019506660621223217,0.621084304658494,60.72469041258405,0.08910937993315017,0.7555130818832319,23.29245796137387
