Alpha,BCsType,CompressionCostNoNorm,CompressionCostNormMax,CompressionCostStep,ConstitutiveModel,Lambda,Mu,NumberElements,SimpleShearCostNoNorm,SimpleShearCostNormMax,SimpleShearCostStep,TensileCostNoNorm,TensileCostNormMax,TensileCostStep,TotalCostNoNorm,TotalCostNormMax,TotalCostStep
-26.0,Fixed,0.8499293757280404,4.35977786368698,9933.877783510365,Ogden,1.3,1.5,20.0,0.11934218313561457,5.908695604203819,24.005320174366116,0.017626599709773358,2.371793264395574,7490.144945588691,0.3289660528578094,4.213422244095458,5816.009349757806
-28.0,Fixed,0.6556720518427187,3.3633200346952057,9844.304466469623,Ogden,0.8,1.4,20.0,0.10505094661549724,5.201128806057534,20.392470593631508,0.006014364611579423,0.8092785738734289,7493.277469479946,0.25557912102326513,3.1245758048753896,5785.991468847733
-21.0,Fixed,0.7858069389765894,4.030856910607582,29283.32800362827,Ogden,1.0,1.8,20.0,0.11357100158119962,5.622961304849801,35.90145060224466,0.01837751528196122,2.472834674853055,22195.54847636487,0.3059184852799167,4.04221763010348,17171.592643531792
-35.0,Fixed,0.2762229437974536,1.4169067574338465,1526.566463428327,Ogden,0.7,0.8,20.0,0.047490801994705054,2.351295121418701,5.7522168723788685,0.000575779547366796,0.07747552419109532,1202.7035698587517,0.10809650844650849,1.2818924676812142,911.674083386486
-35.0,Fixed,4.1051267897001695,21.057562447506232,20597.477787907323,Ogden,0.8,2.2,20.0,0.6360081048936792,31.489102971686908,94.03639374627114,0.013727157974506432,1.8470936742936328,15454.805457107794,1.584954017522785,18.131253031162256,12048.773212920461
-23.0,Fixed,0.23633191345949606,1.212282660428,28768.047650860884,Ogden,0.2,1.4,20.0,0.042648463098783,2.1115483211118335,17.526142988514373,0.016164005143504113,2.174990023955756,22169.590987402597,0.09838146056726106,1.8329403351651965,16985.054927084
-25.0,Fixed,1.802477918384566,9.245948607937214,14560.951913802519,Ogden,2.1,1.9,20.0,0.2279228443334708,11.284582475590014,45.94233880609184,0.05813002940461348,7.821838271197212,10821.08498042212,0.69617693070755,9.450789784908146,8475.99307767691
-39.0,Fixed,1.3413238688340192,6.880423572097751,864.2592261857817,Ogden,1.8,0.9,20.0,0.17606085456023135,8.716867498814503,18.10521262468824,0.012938050323742515,1.74091322872947,650.3035553230313,0.510107591239331,5.779401433213908,510.88933137783374
-32.0,Fixed,1.4806195106510998,7.594951241154928,3271.4410321519554,Ogden,2.0,1.3,20.0,0.18674489091587743,9.245839878832248,25.57660062040563,0.029644708962361342,3.988921414202797,2426.9010027663994,0.5656697035097795,6.943237511396657,1907.97287851292
-41.0,Fixed,0.0015342496793297536,0.00787005130112251,12.104068433033516,Ogden,1.1,0.2,20.0,0.0005293215651640211,0.02620699507181703,1.4422828222845852,0.001057943207422552,0.1423543176104793,19.183310635271553,0.0010405048173054421,0.058810454661139606,10.909887296863218
-27.0,Fixed,0.33338569588024636,1.7101274746781585,4757.313524080887,Ogden,1.0,1.1,20.0,0.049432460885899844,2.4474276962872947,9.328209224770259,0.00520905157344891,0.700917569991958,3641.7690422052247,0.12934240277986506,1.6194909136524707,2802.8035918369605
-27.0,Fixed,2.1649695399906848,11.105377159040781,28570.93306254783,Ogden,1.1,2.2,20.0,0.32786797527534844,16.232919604522714,68.70691372533221,0.026314949745741303,3.5408769466325936,21470.947055409113,0.8397174883372581,10.293057903398696,16703.52901056076
-41.0,Fixed,0.5471780999279799,2.80679199435465,297.5366782196362,Ogden,1.4,0.6,20.0,0.07365716681180996,3.6468059015184005,6.897300906317329,0.0024931269028389182,0.3354692165703454,240.3719670649675,0.2077761312142096,2.2630223708144652,181.60198206364035
-36.0,Fixed,1.6058100417454078,8.2371256638717,9416.797524444159,Ogden,0.5,1.5,20.0,0.2584549892049758,12.796245371719309,35.92778991943677,0.00300594849724474,0.4044732685982545,7176.814967888049,0.6224236598158761,7.145948101396421,5543.180094083881
-29.0,Fixed,1.531426015594552,7.855567101612776,22020.7979686954,Ogden,0.7,1.9,20.0,0.24655082037477022,12.206863577364103,48.66564458813464,0.010242491661169762,1.3782052768305952,16672.13410152092,0.596073109210164,7.1468786519358245,12913.865904934819
-22.0,Fixed,0.017015480460545202,0.08728221093468894,5544.923204620209,Ogden,0.4,0.8,20.0,0.0036228798779986164,0.17937072916927965,1.806262347560537,0.0031062329330425833,0.4179673033676009,4346.823810152915,0.007914864423862135,0.2282067478238565,3297.851092373561
-24.0,Fixed,0.03421583244277941,0.1755127345067608,25.236124199558837,Ogden,2.2,0.2,20.0,0.009718293096378922,0.4811579124012374,2.377876684323983,6.0907441682125815e-05,0.008195560250519226,29.98103815980922,0.014665010993613488,0.22162206905283913,19.198346347897346
-33.0,Fixed,0.6215256905901463,3.188163657982254,1242.1332182566573,Ogden,1.7,0.9,20.0,0.07565498790557171,3.745719097209497,9.460076229335037,0.011084075632264906,1.4914468110420966,946.739862106094,0.2360882513759943,2.8084431887446155,732.7777188640288
-33.0,Fixed,3.7849330364338107,19.415104053377014,10868.741952816334,Ogden,1.8,2.0,20.0,0.5395351337083463,26.712674337735194,77.74408972326361,0.04712279201019114,6.340730630384414,8011.8134903836935,1.4571969873841162,17.489503007165542,6319.433177641097
-28.0,Fixed,0.05769750682191428,0.2959637826573965,38.217417677636796,Ogden,0.8,0.2,20.0,0.00793242777398468,0.3927387608247995,2.133064208043019,0.002535156300960165,0.3411245922532289,46.00135140155305,0.02272169696561971,0.3432757119118082,28.783944429077625
