Stretch ratio (-),Ogden Pzz (Pa),Ogden Pxx (Pa)
3.0299999999999985,1306234.8335654149,-3.829772682523081e-09
3.0399999999999987,1325630.6529954288,2.4162208590846836e-09
3.0499999999999985,1345183.3085100453,-8.045448386310284e-10
3.0599999999999987,1364893.2178141566,-4.822090122526478e-09
3.0699999999999985,1384760.8012496985,2.809861574022021e-09
3.0799999999999987,1404786.481713701,4.00976323214961e-10
3.0899999999999985,1424970.6845790544,-6.008152029054078e-09
3.0999999999999988,1445313.8376179093,1.2003308261820589e-09
3.1099999999999985,1465816.3709277103,-4.396444637451235e-09
3.1199999999999988,1486478.7168596156,-9.981075961562936e-09
3.1299999999999986,1507301.3099493536,7.976181485171295e-10
3.1399999999999983,1528284.5868504331,2.3902495833939476e-09
3.1499999999999986,1549428.98626951,-3.1835251534611786e-09
3.1599999999999984,1570734.9489039502,3.975062507864968e-10
3.1699999999999986,1592202.917381524,-2.382430709791148e-09
3.1799999999999984,1613833.3362020145,-6.346196483994248e-09
3.1899999999999986,1635626.6516808744,-1.1489880305193666e-08
3.1999999999999984,1657583.3118946778,1.1081511928443783e-08
3.2099999999999986,1679703.7666284798,-9.092678615169623e-09
3.2199999999999984,1701988.4673247822,1.1846985233145357e-09
3.2299999999999986,1724437.8670343705,-1.5778611066557402e-09
3.2399999999999984,1747052.4203686088,-2.3641871239004993e-09
3.2499999999999987,1769832.5834534527,-3.542375400089493e-09
3.2599999999999985,1792778.8138848643,-1.1401742684815898e-08
3.2699999999999987,1815891.5706857906,-3.927300351559923e-09
3.2799999999999985,1839171.3142644996,-5.099858063202134e-09
3.2899999999999987,1862618.5063742811,-6.269820502656912e-09
3.2999999999999985,1886233.6100745134,-3.1314486410842048e-09
3.3099999999999983,1910017.0896929414,8.992969928394727e-09
3.3199999999999985,1933969.410789257,1.952833201070857e-09
3.3299999999999983,1958091.0401197595,-1.0533643489873384e-08
3.3399999999999985,1982382.445603285,-3.1176289948171127e-09
3.3499999999999983,2006844.0962881348,3.892727006684903e-09
3.3599999999999985,2031476.462320147,7.776843840025743e-10
3.3699999999999983,2056280.0149117217,1.12639513851109e-08
3.3799999999999986,2081255.2263119342,-8.147632345393534e-09
3.3899999999999983,2106402.569777483,-1.4339473467098824e-08
3.3999999999999986,2131722.5195446913,5.419745328523804e-09
3.4099999999999984,2157215.550802339,-4.253661465730445e-09
3.4199999999999986,2182882.139665313,1.7382097990445625e-08
3.4299999999999984,2208722.7631492075,7.330992745656351e-09
3.4399999999999986,2234737.899145606,-7.322887833849339e-09
3.4499999999999984,2260928.0263981917,-3.4649022188634917e-09
3.4599999999999986,2287293.6244796724,-3.845636959402269e-10
3.4699999999999984,2313835.1737692943,-1.843866450601536e-08
3.479999999999998,2340553.15543115,3.453431327870804e-09
3.4899999999999984,2367448.051393186,-1.5331638103731053e-09
3.4999999999999982,2394520.344326716,-1.5314717504132545e-09
3.5099999999999985,2421770.5176267633,-0.0
3.5199999999999982,2449199.0553928497,3.820238264359e-09
3.5299999999999985,2476806.442410472,-1.3737699075141138e-08
3.5399999999999983,2504593.1641330635,7.623646916406696e-10
3.5499999999999985,2532559.7066646167,7.615252352480095e-10
3.5599999999999983,2560706.5567427096,-1.4453055931143911e-08
3.5699999999999985,2589034.2017221316,-2.2795514018973365e-09
3.5799999999999983,2617543.1295589902,6.072121538068164e-09
3.5899999999999985,2646233.8287952635,1.6679989621413848e-08
3.5999999999999983,2675106.78854386,9.088187357492694e-09
3.6099999999999985,2704162.498474086,6.808662075486713e-09
3.6199999999999983,2733401.4487975696,-1.0579639667271997e-08
3.629999999999998,2762824.1302545886,2.3400677953650286e-08
3.6399999999999983,2792431.0341008757,6.032272937252675e-09
3.649999999999998,2822222.652094632,3.766045877209381e-09
3.6599999999999984,2852199.476484175,-3.009543068938824e-08
3.669999999999998,2882361.9999956707,-3.0062556209900705e-09
3.6799999999999984,2912710.715821529,-6.005948813525026e-09
3.689999999999998,2943246.117608848,1.6498347102293682e-08
3.6999999999999984,2973968.6994484067,8.240184879091927e-09
3.709999999999998,3004878.955863814,5.986337251689122e-09
3.7199999999999984,3035977.381801121,-2.242434597488145e-09
3.729999999999998,3067264.472618628,-7.466658542856228e-09
3.7399999999999984,3098740.7240770124,2.237565393915117e-09
3.7499999999999982,3130406.6323297527,-7.450460392831829e-09
3.7599999999999985,3162262.693913804,-6.69814728192606e-09
3.7699999999999982,3194309.40574056,-1.8585819559189358e-08
3.779999999999998,3226547.265087033,-8.911543603609579e-09
3.7899999999999983,3258976.7695873417,1.9287479853231544e-08
3.799999999999998,3291598.4172243853,1.4820506664609308e-08
3.8099999999999983,3324412.706321762,4.441357173205102e-09
3.819999999999998,3357420.135535914,-1.330971734852853e-08
3.8299999999999983,3390621.2038485077,3.693164887624069e-09
3.839999999999998,3424016.4105590284,-5.1648723642228546e-09
3.8499999999999983,3457606.255277528,8.84455850451475e-09
3.859999999999998,3491391.2379176393,1.2516349982675829e-08
3.8699999999999983,3525371.8586897305,-2.7212276482392262e-08
3.879999999999998,3559548.6180942217,1.7632312764778927e-08
3.8899999999999983,3593922.0169152752,-2.2016825562109627e-08
3.899999999999998,3628492.55621429,2.492575348577453e-08
3.9099999999999984,3663260.737324019,1.098492504073164e-08
3.919999999999998,3698227.061842416,1.7557152172265056e-08
3.9299999999999984,3733392.0316270073,-2.2653851813116717e-08
3.939999999999998,3768756.148789102,2.5549739514278085e-08
3.949999999999998,3804319.9156884747,2.187652328012797e-09
3.959999999999998,3840083.834927888,7.284440712768508e-10
3.969999999999998,3876048.409347936,3.0562242720882885e-08
3.979999999999998,3912214.1420220537,-2.1807077045876257e-09
3.989999999999998,3948581.5362514504,-7.261344405969875e-09
3.9999999999999982,3985151.095560432,-2.8289354522200242e-08
4.009999999999998,4021923.323691638,7.970637861493046e-09
4.019999999999998,4058898.7246015896,-5.066884016480474e-09
4.029999999999998,4096077.802456136,4.338476767859117e-09
4.039999999999998,4133461.061626232,1.300176189904329e-08
4.049999999999998,4171049.0066836663,1.5874375157302466e-08
4.059999999999998,4208842.142396982,2.1624200006079777e-08
4.069999999999998,4246840.973727486,2.3041682723458715e-08
4.079999999999998,4285046.0058253575,-3.3087812058939297e-08
4.089999999999998,4323457.744025785,-7.18549698123139e-09
4.099999999999998,4362076.693845385,4.7374858937734565e-08
4.109999999999998,4400903.360978542,-1.4341076931806438e-09
4.119999999999997,4439938.251293811,-8.59570270297549e-09
4.129999999999997,4479181.87083058,8.586780342027946e-09
4.139999999999998,4518634.72579577,-2.859293022996976e-08
4.149999999999998,4558297.322560402,1.142533183334636e-08
4.1599999999999975,4598170.167656627,-7.1334497913928775e-09
4.169999999999997,4638253.767774463,-1.56773864152573e-08
4.179999999999998,4678548.629758844,7.11873721312276e-09
4.189999999999998,4719055.260606669,-7.11140721578447e-09
4.1999999999999975,4759774.167463879,1.847064629458094e-08
4.209999999999997,4800705.857622728,1.8451679316707018e-08
4.219999999999998,4841850.838518973,1.1343235560954852e-08
4.229999999999998,4883209.617729181,-9.915167047962352e-09
4.2399999999999975,4924782.702968223,-1.4150039147905464e-08
4.249999999999997,4966570.602086616,-9.894912156236956e-09
4.259999999999998,5008573.823068111,-1.4121173254866978e-09
4.269999999999998,5050792.874027247,-1.9749509482134274e-08
4.279999999999998,5093228.263206911,1.8320180383085056e-08
4.289999999999997,5135880.498976187,1.2670321584380294e-08
4.299999999999997,5178750.089827917,-1.406385837624003e-09
4.309999999999998,5221837.544376614,-7.02480812381797e-09
4.319999999999998,5265143.37135625,1.5438949523792046e-08
4.329999999999997,5308668.079618211,-2.6640347556022844e-08
4.339999999999997,5352412.178129133,1.4007096888042947e-08
4.349999999999998,5396376.175969079,-4.3378277060727146e-08
4.359999999999998,5440560.5823293235,2.655995300930435e-08
4.369999999999997,5484965.906510711,2.23438191031895e-08
4.379999999999997,5529592.6579215955,-1.2555796905614801e-08
4.389999999999998,5574441.346076057,-2.0905377165229892e-08
4.399999999999998,5619512.480592132,-0.0
4.4099999999999975,5664806.571190111,-2.9209079819165834e-08
4.419999999999997,5710324.127690729,-4.168566108260074e-09
4.429999999999997,5756065.6600135835,-1.8045805687261363e-08
4.439999999999998,5802031.678175438,2.496166461079505e-08
4.4499999999999975,5848222.692288713,3.879071748943335e-08
4.459999999999997,5894639.212559846,4.844034158409794e-08
4.469999999999997,5941281.7492878055,3.594864297341063e-08
4.479999999999998,5988150.812862595,1.105019059962733e-08
4.4899999999999975,6035246.913763781,2.7598217685055588e-08
4.499999999999997,6082570.56255912,-0.0
4.509999999999997,6130122.269903085,-4.407024064847283e-08
4.519999999999998,6177902.546535553,-1.3758420824107803e-09
4.529999999999998,6225911.903280498,3.711129653170955e-08
4.539999999999997,6274150.851044651,-3.5701800107042406e-08
4.549999999999997,6322619.900816141,7.407737044195694e-08
4.559999999999998,6371319.563663478,3.974344009693657e-08
4.569999999999998,6420250.350734063,-7.256373291464233e-08
4.579999999999997,6469412.773253104,5.881513778991743e-08
4.589999999999997,6518807.342522587,6.8323202084514796e-09
4.599999999999997,6568434.56991989,-4.095412341108576e-09
4.609999999999998,6618294.966896787,3.818679508513263e-08
4.619999999999997,6668389.044978374,4.0874820693891795e-08
4.629999999999997,6718717.315761954,-2.0417657667290628e-08
4.639999999999997,6769280.290915939,-1.3598635661442492e-08
4.649999999999998,6820078.482178919,2.717106359893158e-09
4.6599999999999975,6871112.401358603,-3.800288830858633e-08
4.669999999999997,6922382.560330817,3.932231948237292e-08
4.679999999999997,6973889.471038604,-1.3546412919380673e-08
4.689999999999998,7025633.645491163,1.8946812152099487e-08
4.6999999999999975,7077615.595763045,2.974508553227217e-08
4.709999999999997,7129835.833993186,-4.592577659687936e-08
4.719999999999997,7182294.872383976,8.096820571074037e-09
4.729999999999998,7234993.223200504,-3.2356445131722797e-08
4.7399999999999975,7287931.398769559,2.693806965227669e-09
4.749999999999997,7341109.911478948,-0.0
4.759999999999997,7394529.2737765545,2.6886988728510007e-08
4.769999999999997,7448189.998169593,3.760615891937427e-08
4.779999999999998,7502092.597223838,-1.3418078878901501e-08
4.789999999999997,7556237.583562735,1.3405417786503504e-08
4.799999999999997,7610625.469866832,-0.0
4.809999999999997,7665256.768872924,-2.1408301549353712e-08
4.819999999999998,7720131.993373279,8.020572041025197e-09
4.829999999999997,7775251.656215107,-5.609134604364354e-08
4.839999999999997,7830616.270299605,5.337030139871024e-08
4.849999999999997,7886226.348581578,1.5996118626767655e-08
4.859999999999998,7942082.404068543,-8.256944749231963e-08
4.869999999999997,7998184.949819992,1.8627332022259826e-08
4.879999999999997,8054534.498947152,1.3292851779731236e-08
4.889999999999997,8111131.564611889,-2.9217092511189865e-08
4.899999999999997,8167976.660026378,-1.5921805823011678e-08
