Stretch Ratio (-),Analytical Stress (Pa)
2.8799999999999986,7197702.565792595
2.889999999999999,7481326.426086439
2.8999999999999986,7775088.376360843
2.909999999999999,8079313.955773401
2.9199999999999986,8394337.9818327
2.929999999999999,8720504.781592134
2.9399999999999986,9058168.427781422
2.949999999999999,9407692.979964312
2.9599999999999986,9769452.730811238
2.969999999999999,10143832.457577992
2.9799999999999986,10531227.678881738
2.9899999999999984,10932044.91686799
2.9999999999999987,11346701.964862602
3.0099999999999985,11775628.160604691
3.0199999999999987,12219264.665157858
3.0299999999999985,12678064.747597616
3.0399999999999987,13152494.075575598
3.0499999999999985,13643031.01186103
3.0599999999999987,14150166.91696284
3.0699999999999985,14674406.457935734
3.0799999999999987,15216267.92347646
3.0899999999999985,15776283.545416405
3.0999999999999988,16354999.826719752
3.1099999999999985,16952977.87609617
3.1199999999999988,17570793.749340307
3.1299999999999986,18209038.797510024
3.1399999999999983,18868320.022058632
3.1499999999999986,19549260.437036347
3.1599999999999984,20252499.43847871
3.1699999999999986,20978693.18110129
3.1799999999999984,21728514.962420527
3.1899999999999986,22502655.61442401
3.1999999999999984,23301823.902912796
3.2099999999999986,24126746.934642468
3.2199999999999984,24978170.572388884
3.2299999999999986,25856859.85806853
3.2399999999999984,26763599.444042765
3.2499999999999987,27699194.03273936
3.2599999999999985,28664468.824723877
3.2699999999999987,29660269.975357894
3.2799999999999985,30687465.06018
3.2899999999999987,31746943.549150057
3.2999999999999985,32839617.289896276
3.3099999999999983,33966421.00010917
3.3199999999999985,35128312.76922577
3.3299999999999983,36326274.56955073
3.3399999999999985,37561312.7769635
3.3499999999999983,38834458.70135975
3.3599999999999985,40146769.12698107
3.3699999999999983,41499326.86278501
3.3799999999999986,42893241.30301277
3.3899999999999983,44329648.99811084
3.3999999999999986,45809714.23616781
3.4099999999999984,47334629.63502628
3.4199999999999986,48905616.74523551
3.4299999999999984,50523926.66400833
3.4399999999999986,52190840.66035227
3.4499999999999984,53907670.81154243
3.4599999999999986,55675760.65111021
3.4699999999999984,57496485.82851948
3.479999999999998,59371254.780708596
3.4899999999999984,61301509.41567451
3.4999999999999982,63288725.808279976
3.5099999999999985,65334414.90846744
3.5199999999999982,67440123.26206186
3.5299999999999985,69607433.74435225
3.5399999999999983,71837966.30663818
3.5499999999999985,74133378.73593545
3.5599999999999983,76495367.42803182
3.5699999999999985,78925668.17409138
3.5799999999999983,81426056.961003
3.5899999999999985,83998350.78567679
3.5999999999999983,86644408.48348747
3.6099999999999985,89366131.57107434
3.6199999999999983,92165465.10370111
3.629999999999998,95044398.54738997
3.6399999999999983,98004966.666039
3.649999999999998,101049250.42373918
3.6599999999999984,104179377.90251018
3.669999999999998,107397525.23567103
3.6799999999999984,110705917.55707279
3.689999999999998,114106829.96641366
3.6999999999999984,117602588.5108688
3.709999999999998,121195571.1832601
3.7199999999999984,124888208.9370039
3.729999999999998,128682986.71806698
3.7399999999999984,132582444.51417394
3.7499999999999982,136589178.4215016
3.7599999999999985,140705841.72910932
3.7699999999999982,144935146.02134576
3.779999999999998,149279862.2984867
3.7899999999999983,153742822.11585107
3.799999999999998,158326918.74165136
3.8099999999999983,163035108.33383802
3.819999999999998,167870411.13619265
3.8299999999999983,172835912.69393986
3.839999999999998,177934765.0891364
3.8499999999999983,183170188.19611385
3.859999999999998,188545470.95723936
3.8699999999999983,194063972.67927587
3.879999999999998,199729124.35061365
3.8899999999999983,205544429.97965935
3.899999999999998,211513467.95466033
3.9099999999999984,217639892.4252583
3.919999999999998,223927434.7060541
3.9299999999999984,230379904.70248476
3.939999999999998,237001192.35930097
3.949999999999998,243795269.1319524
3.959999999999998,250766189.48117647
3.969999999999998,257918092.39109874
3.979999999999998,265255202.91115782
3.989999999999998,272781833.72215813
3.9999999999999982,280502386.726777
4.009999999999998,288421354.6648333
4.019999999999998,296543322.75365114
4.029999999999998,304872970.3538349
4.039999999999998,313415072.66079056
4.049999999999998,322174502.42231923
4.059999999999998,331156231.68263066
4.069999999999998,340365333.5531004
4.079999999999998,349806984.01012594
4.089999999999998,359486463.7204179
4.099999999999998,369409159.8940907
4.109999999999998,379580568.1658877
4.119999999999997,390006294.50491256
4.129999999999997,400692057.15321946
4.139999999999998,411643688.59363234
4.149999999999998,422867137.5471514
4.1599999999999975,434368471.0003362
4.169999999999997,446153876.2630197
4.179999999999998,458229663.05674887
4.189999999999998,470602265.6343232
4.1999999999999975,483278244.93083394
4.209999999999997,496264290.74657476
4.219999999999998,509567223.96223503
4.229999999999998,523193998.78676075
4.2399999999999975,537151705.0383054
4.249999999999997,551447570.4586537
4.259999999999998,566088963.061546
4.269999999999998,581083393.5153058
4.279999999999998,596438517.5602082
4.289999999999997,612162138.4609872
4.299999999999997,628262209.4949263
4.309999999999998,644746836.47596
4.319999999999998,661624280.3152131
4.329999999999997,678902959.6184373
4.339999999999997,696591453.3207638
4.349999999999998,714698503.3592393
4.359999999999998,733233017.3835834
4.369999999999997,752204071.5056462
4.379999999999997,771620913.0879986
4.389999999999998,791492963.5721442
4.399999999999998,811829821.3468035
4.4099999999999975,832641264.6567757
4.419999999999997,853937254.5528156
4.429999999999997,875727937.8830433
4.439999999999998,898023650.3263607
4.4499999999999975,920834919.4683619
4.459999999999997,944172467.9202586
4.469999999999997,968047216.4812915
4.479999999999998,992470287.3451593
4.4899999999999975,1017453007.3509548
4.499999999999997,1043006911.2791609
4.509999999999997,1069143745.1931809
4.519999999999998,1095875469.8269665
4.529999999999998,1123214264.0192473
4.539999999999997,1151172528.194932
4.549999999999997,1179762887.8941824
4.559999999999998,1208998197.349735
4.569999999999998,1238891543.1129978
4.579999999999997,1269456247.7295172
4.589999999999997,1300705873.464324
4.599999999999997,1332654226.0777655
4.609999999999998,1365315358.6523788
4.619999999999997,1398703575.4713712
4.629999999999997,1432833435.9493294
4.639999999999997,1467719758.6156898
4.649999999999998,1503377625.151605
4.6599999999999975,1539822384.4807744
4.669999999999997,1577069656.9148822
4.679999999999997,1615135338.354198
4.689999999999998,1654035604.5440018
4.6999999999999975,1693786915.3874075
4.709999999999997,1734406019.315274
4.719999999999997,1775909957.7137594
4.729999999999998,1818316069.4102094
4.7399999999999975,1861641995.2179863
4.749999999999997,1905905682.5409334
4.759999999999997,1951125390.0380635
4.769999999999997,1997319692.349185
4.779999999999998,2044507484.8821034
4.789999999999997,2092707988.6620617
4.799999999999997,2141940755.244144
4.809999999999997,2192225671.689255
4.819999999999998,2243582965.6044207
4.829999999999997,2296033210.248055
4.839999999999997,2349597329.700967
4.849999999999997,2404296604.1037254
4.859999999999998,2460152674.9611583
4.869999999999997,2517187550.5146623
4.879999999999997,2575423611.183109
4.889999999999997,2634883615.0729976
4.899999999999997,2695590703.5586524
4.9099999999999975,2757568406.9331913
4.919999999999997,2820840650.130984
4.929999999999997,2885431758.52244
4.939999999999997,2951366463.7817836
4.9499999999999975,3018669909.828662
4.959999999999997,3087367658.844307
4.969999999999997,3157485697.3631215
4.979999999999997,3229050442.440357
4.9899999999999975,3302088747.8967814
