1,002; 0,0029155512771266157
1,004; 0,005268825895535956
1,006; 0,007443196180541539
1,008; 0,009579370592157826
1,01; 0,011484494331654105
1,012; 0,01325998524524255
1,014; 0,015209759936572434
1,016; 0,01725981233357901
1,018; 0,019244505550643873
1,02; 0,02120660683929096
1,022; 0,023098577948746632
1,024; 0,024670985395210607
1,026; 0,026055769369202925
1,028; 0,027579026275190988
1,03; 0,029154641234887146
1,032; 0,03061102343976299
1,034; 0,031989541461535834
1,036; 0,033272630744535694
1,038; 0,034631231606033805
1,04; 0,035910727794078695
1,042; 0,0372430099355084
1,044; 0,038536696197653236
1,046; 0,03992955686926947
1,048; 0,04132679922949119
1,05; 0,042536035844685585
1,052; 0,04331682142551305
1,054; 0,0441578654887312
1,056; 0,045416207435712064
1,058; 0,04672308450174871
1,06; 0,04788831666619815
1,062; 0,04899028308667043
1,064; 0,05012071919007363
1,066; 0,05148912992154815
1,068; 0,052939940021697524
1,07; 0,05449133112407603
1,072; 0,0558791138704897
1,074; 0,05735975477109716
1,076; 0,058883633096312935
1,078; 0,06047706162064796
1,08; 0,06233112222463061
1,082; 0,06437511986053604
1,084; 0,06650262934808673
1,086; 0,06866905943336776
1,088; 0,07084345618167581
1,09; 0,0730865431319178
1,092; 0,0752762993463098
1,094; 0,07760344170202724
1,096; 0,08083786844414588
1,098; 0,08352276406908368
