,Stretch ratio (-),Ogden Pzz (Pa)
170,1.7999999999999992,66736.77254863837
171,1.8099999999999992,71249.03325442813
172,1.8199999999999992,76029.69427010964
173,1.8299999999999992,81091.89363659726
174,1.8399999999999992,86449.18641212591
175,1.8499999999999992,92115.53844001454
176,1.8599999999999992,98105.31802523234
177,1.8699999999999992,104433.28540187929
178,1.8799999999999992,111114.57988289467
179,1.8899999999999992,118164.70459487388
180,1.8999999999999992,125599.50871499113
181,1.9099999999999993,133435.1671436949
182,1.9199999999999993,141688.15756620278
183,1.9299999999999993,150375.23487759865
184,1.939999999999999,159513.402970769
185,1.949999999999999,169119.88391298795
186,1.959999999999999,179212.08456569703
187,1.969999999999999,189807.5607324503
188,1.979999999999999,200923.9789517985
189,1.989999999999999,212579.07608453472
190,1.9999999999999991,224790.61687773123
191,2.009999999999999,237576.34972074933
192,2.019999999999999,250953.9608402121
193,2.029999999999999,264941.0272111594
194,2.039999999999999,279554.968489547
195,2.049999999999999,294812.99829615507
196,2.059999999999999,310732.07520324475
197,2.069999999999999,327328.8537922066
198,2.079999999999999,344619.63616258
199,2.089999999999999,362620.3242795329
200,2.099999999999999,381346.37354795716
201,2.109999999999999,400812.74799650296
202,2.119999999999999,421033.87744403677
203,2.129999999999999,442023.6170042053
204,2.1399999999999992,463795.20926133275
205,2.149999999999999,486361.24942301697
206,2.1599999999999993,509733.6537221161
207,2.169999999999999,533923.6313039612
208,2.1799999999999993,558941.6597942513
209,2.189999999999999,584797.464700113
210,2.199999999999999,611500.0027520801
211,2.209999999999999,639057.4492491414
212,2.219999999999999,667477.189423499
213,2.229999999999999,696765.8137971581
214,2.239999999999999,726929.1174596756
215,2.249999999999999,757972.1031561905
216,2.259999999999999,789898.9880379325
217,2.269999999999999,822713.2138941006
218,2.279999999999999,856417.4606550845
219,2.289999999999999,891013.6629324236
220,2.299999999999999,926503.0293411424
221,2.309999999999999,962886.0643350012
222,2.319999999999999,1000162.5922749183
223,2.329999999999999,1038331.7834448734
224,2.339999999999999,1077392.181728269
225,2.3499999999999988,1117341.7336599706
226,2.359999999999999,1158177.8185754954
227,2.3699999999999988,1199897.27958792
228,2.379999999999999,1242496.4551351157
229,2.389999999999999,1285971.2108540842
230,2.399999999999999,1330316.9715553557
231,2.409999999999999,1375528.7530875967
232,2.419999999999999,1421601.1939012469
233,2.429999999999999,1468528.5861386599
234,2.439999999999999,1516304.9060975262
235,2.449999999999999,1564923.8439332594
236,2.459999999999999,1614378.8324848048
237,2.469999999999999,1664663.0751260617
238,2.479999999999999,1715769.5725626627
239,2.489999999999999,1767691.1485096854
240,2.4999999999999987,1820420.474201389
241,2.509999999999999,1873950.0916977157
242,2.5199999999999987,1928272.4359653837
243,2.529999999999999,1983379.8557227338
244,2.5399999999999987,2039264.6330479668
245,2.549999999999999,2095919.0017595293
246,2.5599999999999987,2153335.1645853124
247,2.569999999999999,2211505.309144327
248,2.5799999999999987,2270421.622770289
249,2.589999999999999,2330076.306211391
250,2.5999999999999988,2390461.5862444653
251,2.609999999999999,2451569.7272450845
252,2.6199999999999988,2513393.0417572
253,2.629999999999999,2575923.90010782
254,2.639999999999999,2639154.7391133704
255,2.649999999999999,2703078.069924842
256,2.659999999999999,2767686.485058917
257,2.6699999999999986,2832972.6646622387
258,2.679999999999999,2898929.3820549487
259,2.6899999999999986,2965549.5085990573
260,2.699999999999999,3032826.0179360257
261,2.7099999999999986,3100751.989636234
262,2.719999999999999,3169320.61230204
263,2.7299999999999986,3238525.1861642674
264,2.739999999999999,3308359.1252100486
265,2.7499999999999987,3378815.9588786643
266,2.759999999999999,3449889.3333598897
267,2.7699999999999987,3521573.012527596
268,2.779999999999999,3593860.8785398277
269,2.7899999999999987,3666746.9321343126
270,2.799999999999999,3740225.2926472225
271,2.8099999999999987,3814290.1977806347
272,2.819999999999999,3888936.003143248
273,2.8299999999999987,3964157.181586505
274,2.8399999999999985,4039948.322357427
275,2.8499999999999988,4116304.1300876564
276,2.8599999999999985,4193219.423636649
277,2.8699999999999988,4270689.134806155
278,2.8799999999999986,4348708.306941316
279,2.889999999999999,4427272.093432767
280,2.8999999999999986,4506375.756133012
281,2.909999999999999,4586014.663699147
282,2.9199999999999986,4666184.289873243
283,2.929999999999999,4746880.211710376
284,2.9399999999999986,4828098.107763782
285,2.949999999999999,4909833.756235756
286,2.9599999999999986,4992083.033101826
287,2.969999999999999,5074841.910215385
288,2.9799999999999986,5158106.453399252
289,2.9899999999999984,5241872.820529662
290,2.9999999999999987,5326137.259618174
291,3.0099999999999985,5410896.106896117
292,3.0199999999999987,5496145.784905653
293,3.0299999999999985,5581882.80060126
294,3.0399999999999987,5668103.743465123
295,3.0499999999999985,5754805.283639114
296,3.0599999999999987,5841984.170076336
297,3.0699999999999985,5929637.228714065
298,3.0799999999999987,6017761.360670603
299,3.0899999999999985,6106353.54046742
300,3.0999999999999988,6195410.814278041
301,3.1099999999999985,6284930.298205389
302,3.1199999999999988,6374909.176588078
303,3.1299999999999986,6465344.70033693
304,3.1399999999999983,6556234.185302235
305,3.1499999999999986,6647575.010672442
306,3.1599999999999984,6739364.617404664
307,3.1699999999999986,6831600.506687184
308,3.1799999999999984,6924280.238434317
309,3.1899999999999986,7017401.42981373
310,3.1999999999999984,7110961.75380579
311,3.2099999999999986,7204958.937795823
312,3.2199999999999984,7299390.762197876
313,3.2299999999999986,7394255.059110704
314,3.2399999999999984,7489549.711005565
315,3.2499999999999987,7585272.649445033
316,3.2599999999999985,7681421.853832947
317,3.2699999999999987,7777995.350195019
318,3.2799999999999985,7874991.209989333
319,3.2899999999999987,7972407.548946714
320,3.2999999999999985,8070242.525940315
321,3.3099999999999983,8168494.341883733
322,3.3199999999999985,8267161.238657335
323,3.3299999999999983,8366241.4980622865
324,3.3399999999999985,8465733.440801697
325,3.3499999999999983,8565635.425488107
326,3.3599999999999985,8665945.84767711
327,3.3699999999999983,8766663.13892632
328,3.3799999999999986,8867785.765879245
329,3.3899999999999983,8969312.229373317
330,3.3999999999999986,9071241.063571868
331,3.4099999999999984,9173570.835118944
332,3.4199999999999986,9276300.14231701
333,3.4299999999999984,9379427.614326483
334,3.4399999999999986,9482951.910387116
335,3.4499999999999984,9586871.719059724
336,3.4599999999999986,9691185.757489216
337,3.4699999999999984,9795892.770686593
338,3.479999999999998,9900991.53083117
339,3.4899999999999984,10006480.836591044
340,3.4999999999999982,10112359.512462413
341,3.5099999999999985,10218626.40812647
342,3.5199999999999982,10325280.39782407
343,3.5299999999999985,10432320.379746826
344,3.5399999999999983,10539745.275445286
345,3.5499999999999985,10647554.02925281
346,3.5599999999999983,10755745.607724965
347,3.5699999999999985,10864318.999094523
348,3.5799999999999983,10973273.212740697
349,3.5899999999999985,11082607.278673058
350,3.5999999999999983,11192320.247029323
351,3.6099999999999985,11302411.187586783
352,3.6199999999999983,11412879.189286565
353,3.629999999999998,11523723.359771233
354,3.6399999999999983,11634942.824934367
355,3.649999999999998,11746536.72848245
356,3.6599999999999984,11858504.231508616
357,3.669999999999998,11970844.512077494
358,3.6799999999999984,12083556.764821554
359,3.689999999999998,12196640.200547928
360,3.6999999999999984,12310094.045855828
361,3.709999999999998,12423917.542764142
362,3.7199999999999984,12538109.948348993
363,3.729999999999998,12652670.534390688
364,3.7399999999999984,12767598.587030258
365,3.7499999999999982,12882893.406434981
366,3.7599999999999985,12998554.306472482
367,3.7699999999999982,13114580.614394087
368,3.779999999999998,13230971.670525583
369,3.7899999999999983,13347726.82796658
370,3.799999999999998,13464845.452297946
371,3.8099999999999983,13582326.92129625
372,3.819999999999998,13700170.624656184
373,3.8299999999999983,13818375.963719837
374,3.839999999999998,13936942.351213032
375,3.8499999999999983,14055869.2109889
376,3.859999999999998,14175155.977777217
377,3.8699999999999983,14294802.096940955
378,3.879999999999998,14414807.024238743
379,3.8899999999999983,14535170.225593232
380,3.899999999999998,14655891.176865926
381,3.9099999999999984,14776969.363636978
382,3.919999999999998,14898404.280991094
383,3.9299999999999984,15020195.433308987
384,3.939999999999998,15142342.33406321
385,3.949999999999998,15264844.505620483
386,3.959999999999998,15387701.47904754
387,3.969999999999998,15510912.793923015
388,3.979999999999998,15634477.998153206
389,3.989999999999998,15758396.647792794
