Stretch Ratio (-),Stress (Pa)
0.6,
5.0,
,8394337.98184312
,8720504.781616434
,9058168.427795425
,9407692.979979254
,9769452.730819965
,10143832.457595902
,10531227.67889955
,10932044.916888226
,11346701.964881161
,11775628.160612777
,12219264.665179346
,12678064.74761617
,13152494.075602079
,13643031.011896743
,14150166.916990645
,14674406.457970962
,15216267.923512766
,15776283.54545428
,16354999.826761542
,16952977.87613463
,17570793.749382075
,18209038.79756153
,18868320.022106413
,19549260.43708373
,20252499.43853128
,20978693.181157038
,21728514.96247932
,22502655.61448034
,23301823.902968396
,24126746.934706785
,24978170.572462082
,25856859.858148996
,26763599.44412573
,27699194.032828737
,28664468.824811388
,29660269.97546163
,30687465.06028522
,31746943.54925668
,32839617.290003687
,33966421.00022735
,35128312.769351006
,36326274.56968282
,37561312.777102835
,38834458.7015063
,40146769.12713539
,41499326.86294755
,42893241.303166695
,44329648.99829175
,45809714.236354806
,47334629.63522631
,48905616.74540907
,50523926.66421775
,52190840.66059005
,53907670.81178771
,55675760.65136809
,57496485.82879086
,59371254.78097068
,61301509.415974684
,63288725.80859443
,65334414.90879571
,67440123.26238354
,69607433.74468426
,71837966.30701423
,74133378.73632962
,76495367.42848659
,78925668.17454566
,81426056.96150291
,83998350.78616428
,86644408.48400092
,89366131.57161088
,92165465.1042977
,95044398.54798375
,98004966.6666628
,101049250.42440401
,104179377.9031955
,107397525.23637374
,110705917.55787864
,114106829.9672053
,117602588.51167567
,121195571.18413211
,124888208.93791485
,128682986.71903577
,132582444.51517573
,136589178.42254987
,140705841.73022985
,144935146.02249837
,149279862.29969168
,153742822.11710885
,158326918.7429699
,163035108.335224
,167870411.1376425
,172835912.69545078
,177934765.0907189
,183170188.1977697
,188545470.95896903
,194063972.6810862
,199729124.3524858
,205544429.9816228
,211513467.95673558
,217639892.42742223
,223927434.70831606
,230379904.7048499
,237001192.3618949
,243795269.1344637
,250766189.48389348
,257918092.39390725
,265255202.91410512
,272781833.725227
,280502386.72993636
,288421354.6681379
,296543322.7571559
,304872970.35741395
,313415072.6641517
,322174502.42630863
,331156231.6867843
,340365333.55743754
,349806984.0147737
,359486463.72514886
,369409159.8989395
,379580568.1710324
,390006294.510246
,400692057.15880823
,411643688.5994546
,422867137.55322564
,434368471.00657266
,446153876.2696465
,458229663.0635823
,470602265.6414381
,483278244.9387005
,496264290.75436556
,509567223.97034997
,523193998.79521805
,537151705.0471171
,551447570.467697
,566088963.0711019
,581083393.5245491
,596438517.5705043
,612162138.4717802
,628262209.5061443
,644746836.4876591
,661624280.3272176
,678902959.6311077
,696591453.3338807
,714698503.3729384
,733233017.397866
,752204071.5204926
,771620913.1034358
,791492963.5882115
,811829821.3635046
,832641264.6740197
,853937254.5710213
,875727937.90174
,898023650.3458834
,920834919.4886677
,944172467.9413587
,968047216.5032309
,992470287.3679858
,1017453007.3746551
,1043006911.3037953
,1069143745.2187802
,1095875469.8535616
,1123214264.0468588
,1151172528.2236352
,1179762887.9239328
,1208998197.3806636
,1238891543.14515
,1269456247.7628648
,1300705873.4990027
,1332654226.1136773
,1365315358.6897774
,1398703575.5102031
,1432833435.989611
,1467719758.6575184
,1503377625.1949413
,1539822384.5257847
,1577069656.961591
,1615135338.4027522
,1654035604.5942774
