,Stretches,P
0,1.0,-0.0009589925255910953
1,0.98,-0.048471371334769635
2,0.96,-0.12011622737629096
3,0.94,-0.23601468319364538
4,0.9199999999999999,-0.43221080374486687
5,0.8999999999999999,-0.7743819375798818
