,Stretches,P
0,1.0,-0.0009589206319736861
1,0.98,-0.04847231356432788
2,0.96,-0.12012252652592414
3,0.94,-0.23603711326230162
4,0.9199999999999999,-0.4322739166447469
5,0.8999999999999999,-0.7745396232681933
