,Stretches,P
0,1.0,-0.021481181141946165
1,0.98,-0.081928186819015
2,0.96,-0.17056483154472274
3,0.94,-0.3078106308646858
4,0.9199999999999999,-0.5286685532948461
5,0.8999999999999999,-0.8949995659251034
