,Stretches,P
0,1.0,-0.015917923668930856
1,0.98,-0.06911112587918222
2,0.96,-0.1504543779412902
3,0.94,-0.2811186902476094
4,0.9199999999999999,-0.4964869904024306
5,0.8999999999999999,-0.8578874819807593
