,Stretches,P
0,1.0,-0.03086527040188232
1,0.98,-0.10326492895751625
2,0.96,-0.20368378936929118
3,0.94,-0.3513549016048006
4,0.9199999999999999,-0.5805427611834024
5,0.8999999999999999,-0.9528323334981641
