Stretch ratio (-),NeoHookean Pzz (Pa),NeoHookean Pxx (Pa)
4.799999999999997,3128.829625062885,2.416923873578129e-10
4.809999999999997,3135.4829400216126,2.5780294939382356e-11
4.819999999999998,3142.135247253354,8.535980494822425e-11
4.829999999999997,3148.786552367206,-1.4704699437553954e-10
4.839999999999997,3155.4368609094813,-1.6509770908705605e-10
4.849999999999997,3162.086178364348,1.55308466668733e-10
4.859999999999998,3168.7345101545593,3.7869603775523427e-11
4.869999999999997,3175.381861642393,-1.8554779585475364e-10
4.879999999999997,3182.028238130304,-8.787397702627506e-11
4.889999999999997,3188.6736448615816,-9.395919470259949e-11
4.899999999999997,3195.3180870212054,2.401350573826489e-11
4.9099999999999975,3201.9615697364807,1.7026493444414711e-10
4.919999999999997,3208.60409807774,-2.606637801709216e-11
4.929999999999997,3215.2456770591402,-2.0673056467455492e-10
4.939999999999997,3221.8863116392595,-2.0090774608166776e-10
4.9499999999999975,3228.526006721774,-2.0110598071726047e-12
4.959999999999997,3235.1647671560936,-2.0331703051773114e-10
4.969999999999997,3241.8025977381935,4.0300355274928796e-11
4.979999999999997,3248.4395032110106,1.0891764285110584e-10
4.9899999999999975,3255.07548826526,-5.85500365999588e-11
