Stretch Ratio (-),Analytical Stress (kPa)
3.2499999999999987,20508.426016084006
3.2599999999999985,20640.49853194409
3.2699999999999987,20772.959360654393
3.2799999999999985,20905.80860693955
3.2899999999999987,21039.04637426679
3.2999999999999985,21172.67276477014
3.3099999999999983,21306.687879440757
3.3199999999999985,21441.091817873024
3.3299999999999983,21575.88467867643
3.3399999999999985,21711.066559043626
3.3499999999999983,21846.63755511747
3.3599999999999985,21982.597761913887
3.3699999999999983,22118.947273200014
3.3799999999999986,22255.68618163873
3.3899999999999983,22392.814578977202
3.3999999999999986,22530.33255556931
3.4099999999999984,22668.24020083033
3.4199999999999986,22806.537603247376
3.4299999999999984,22945.224850034418
3.4399999999999986,23084.30202754205
3.4499999999999984,23223.76922104533
3.4599999999999986,23363.626514797983
3.4699999999999984,23503.873992130713
3.479999999999998,23644.51173532747
3.4899999999999984,23785.539825767857
3.4999999999999982,23926.958343936243
3.5099999999999985,24068.767369253077
3.5199999999999982,24210.966980305657
3.5299999999999985,24353.557254812415
3.5399999999999983,24496.538269542543
3.5499999999999985,24639.91010032436
3.5599999999999983,24783.672822364322
3.5699999999999985,24927.826509677863
3.5799999999999983,25072.371235718932
3.5899999999999985,25217.3070729882
3.5999999999999983,25362.634093085104
3.6099999999999985,25508.352367026215
3.6199999999999983,25654.461964808605
3.629999999999998,25800.96295581679
3.6399999999999983,25947.85540847467
3.649999999999998,26095.139390652184
3.6599999999999984,26242.81496927264
3.669999999999998,26390.88221067477
3.6799999999999984,26539.341180397412
3.689999999999998,26688.19194318611
3.6999999999999984,26837.43456317724
3.709999999999998,26987.06910377119
3.7199999999999984,27137.095627638602
3.729999999999998,27287.51419677104
3.7399999999999984,27438.324872620233
3.7499999999999982,27589.527715704422
3.7599999999999985,27741.12278610276
3.7699999999999982,27893.11014319461
3.779999999999998,28045.48984562093
3.7899999999999983,28198.261951645036
3.799999999999998,28351.42651849215
3.8099999999999983,28504.98360315405
3.819999999999998,28658.93326186165
3.8299999999999983,28813.275550179016
3.839999999999998,28968.010523230572
3.8499999999999983,29123.13823539548
3.859999999999998,29278.65874057896
3.8699999999999983,29434.572092128536
3.879999999999998,29590.878342750046
3.8899999999999983,29747.577544690088
3.899999999999998,29904.669749474317
3.9099999999999984,30062.15500835612
3.919999999999998,30220.03337174398
3.9299999999999984,30378.304889783194
3.939999999999998,30536.96961200516
3.949999999999998,30696.027587331668
3.959999999999998,30855.478864256882
3.969999999999998,31015.323490895957
3.979999999999998,31175.56151458963
3.989999999999998,31336.19298244112
