,Stretches,P
0,0.0,8.074955147439845e-05
1,0.04,0.016163703496282905
2,0.08,0.03212216132209306
3,0.12,0.04796963312950006
4,0.16,0.06372002721785605
5,0.2,0.07938744805595967
