,Stretches,P
0,1.0,-0.0004081243487051887
1,0.98,-0.042019627460013184
2,0.96,-0.08528437024895881
3,0.94,-0.13031483631781188
4,0.9199999999999999,-0.17723300436690592
5,0.8999999999999999,-0.22617129833291794
